ID,Pop,SuperPop
HG02373,CDX,EAS
HG02374,CDX,EAS
HG02375,CDX,EAS
HG02379,CDX,EAS
HG02380,CDX,EAS
HG02382,CDX,EAS
HG02383,CDX,EAS
HG02384,CDX,EAS
HG02385,CDX,EAS
HG02386,CDX,EAS
HG02389,CDX,EAS
HG02390,CDX,EAS
HG02391,CDX,EAS
HG02392,CDX,EAS
HG02394,CDX,EAS
HG02395,CDX,EAS
HG02396,CDX,EAS
HG02397,CDX,EAS
HG02398,CDX,EAS
HG02399,CDX,EAS
HG02401,CDX,EAS
HG02402,CDX,EAS
HG02406,CDX,EAS
HG02407,CDX,EAS
HG02408,CDX,EAS
HG02409,CDX,EAS
HG02410,CDX,EAS
NA18525,CHB,EAS
NA18526,CHB,EAS
NA18528,CHB,EAS
NA18530,CHB,EAS
NA18531,CHB,EAS
NA18532,CHB,EAS
NA18533,CHB,EAS
NA18534,CHB,EAS
NA18535,CHB,EAS
NA18536,CHB,EAS
NA18537,CHB,EAS
NA18538,CHB,EAS
NA18539,CHB,EAS
NA18541,CHB,EAS
NA18542,CHB,EAS
NA18543,CHB,EAS
NA18544,CHB,EAS
NA18545,CHB,EAS
NA18546,CHB,EAS
NA18547,CHB,EAS
NA18548,CHB,EAS
NA18549,CHB,EAS
NA18550,CHB,EAS
NA18552,CHB,EAS
NA18553,CHB,EAS
NA18555,CHB,EAS
NA18557,CHB,EAS
NA18558,CHB,EAS
NA18559,CHB,EAS
NA18560,CHB,EAS
NA18561,CHB,EAS
NA18562,CHB,EAS
NA18563,CHB,EAS
NA18564,CHB,EAS
NA18565,CHB,EAS
NA18566,CHB,EAS
NA18567,CHB,EAS
NA18570,CHB,EAS
NA18571,CHB,EAS
NA18572,CHB,EAS
NA18573,CHB,EAS
NA18574,CHB,EAS
NA18577,CHB,EAS
NA18579,CHB,EAS
NA18582,CHB,EAS
NA18591,CHB,EAS
NA18592,CHB,EAS
NA18593,CHB,EAS
NA18595,CHB,EAS
NA18596,CHB,EAS
NA18597,CHB,EAS
NA18599,CHB,EAS
NA18602,CHB,EAS
NA18603,CHB,EAS
NA18605,CHB,EAS
NA18606,CHB,EAS
NA18608,CHB,EAS
NA18609,CHB,EAS
NA18610,CHB,EAS
NA18611,CHB,EAS
NA18612,CHB,EAS
NA18613,CHB,EAS
NA18614,CHB,EAS
NA18615,CHB,EAS
NA18616,CHB,EAS
NA18617,CHB,EAS
NA18618,CHB,EAS
NA18619,CHB,EAS
NA18620,CHB,EAS
NA18621,CHB,EAS
NA18622,CHB,EAS
NA18623,CHB,EAS
NA18624,CHB,EAS
NA18625,CHB,EAS
NA18626,CHB,EAS
NA18627,CHB,EAS
NA18628,CHB,EAS
NA18629,CHB,EAS
NA18630,CHB,EAS
NA18631,CHB,EAS
NA18632,CHB,EAS
NA18633,CHB,EAS
NA18634,CHB,EAS
NA18635,CHB,EAS
NA18636,CHB,EAS
NA18637,CHB,EAS
NA18638,CHB,EAS
NA18639,CHB,EAS
NA18640,CHB,EAS
NA18641,CHB,EAS
NA18642,CHB,EAS
NA18643,CHB,EAS
NA18644,CHB,EAS
NA18645,CHB,EAS
NA18646,CHB,EAS
NA18647,CHB,EAS
NA18648,CHB,EAS
NA18740,CHB,EAS
NA18745,CHB,EAS
NA18747,CHB,EAS
NA18748,CHB,EAS
NA18749,CHB,EAS
NA18757,CHB,EAS
HG00403,CHS,EAS
HG00404,CHS,EAS
HG00406,CHS,EAS
HG00407,CHS,EAS
HG00409,CHS,EAS
HG00410,CHS,EAS
HG00419,CHS,EAS
HG00421,CHS,EAS
HG00422,CHS,EAS
HG00428,CHS,EAS
HG00436,CHS,EAS
HG00437,CHS,EAS
HG00442,CHS,EAS
HG00443,CHS,EAS
HG00445,CHS,EAS
HG00446,CHS,EAS
HG00448,CHS,EAS
HG00449,CHS,EAS
HG00451,CHS,EAS
HG00452,CHS,EAS
HG00457,CHS,EAS
HG00458,CHS,EAS
HG00463,CHS,EAS
HG00464,CHS,EAS
HG00472,CHS,EAS
HG00473,CHS,EAS
HG00475,CHS,EAS
HG00476,CHS,EAS
HG00478,CHS,EAS
HG00479,CHS,EAS
HG00500,CHS,EAS
HG00513,CHS,EAS
HG00524,CHS,EAS
HG00525,CHS,EAS
HG00530,CHS,EAS
HG00531,CHS,EAS
HG00533,CHS,EAS
HG00534,CHS,EAS
HG00536,CHS,EAS
HG00537,CHS,EAS
HG00542,CHS,EAS
HG00543,CHS,EAS
HG00556,CHS,EAS
HG00557,CHS,EAS
HG00559,CHS,EAS
HG00560,CHS,EAS
HG00565,CHS,EAS
HG00566,CHS,EAS
HG00580,CHS,EAS
HG00581,CHS,EAS
HG00583,CHS,EAS
HG00584,CHS,EAS
HG00589,CHS,EAS
HG00590,CHS,EAS
HG00592,CHS,EAS
HG00593,CHS,EAS
HG00595,CHS,EAS
HG00596,CHS,EAS
HG00598,CHS,EAS
HG00599,CHS,EAS
HG00607,CHS,EAS
HG00608,CHS,EAS
HG00610,CHS,EAS
HG00611,CHS,EAS
HG00613,CHS,EAS
HG00614,CHS,EAS
HG00619,CHS,EAS
HG00620,CHS,EAS
HG00622,CHS,EAS
HG00623,CHS,EAS
HG00625,CHS,EAS
HG00626,CHS,EAS
HG00628,CHS,EAS
HG00629,CHS,EAS
HG00631,CHS,EAS
HG00632,CHS,EAS
HG00634,CHS,EAS
HG00650,CHS,EAS
HG00651,CHS,EAS
HG00653,CHS,EAS
HG00654,CHS,EAS
HG00656,CHS,EAS
HG00657,CHS,EAS
HG00662,CHS,EAS
HG00663,CHS,EAS
HG00671,CHS,EAS
HG00672,CHS,EAS
HG00674,CHS,EAS
HG00675,CHS,EAS
HG00683,CHS,EAS
HG00684,CHS,EAS
HG00689,CHS,EAS
HG00690,CHS,EAS
HG00692,CHS,EAS
HG00693,CHS,EAS
HG00698,CHS,EAS
HG00699,CHS,EAS
HG00701,CHS,EAS
HG00704,CHS,EAS
HG00705,CHS,EAS
HG00707,CHS,EAS
HG00708,CHS,EAS
HG00717,CHS,EAS
HG00728,CHS,EAS
HG00729,CHS,EAS
NA18939,JPT,EAS
NA18940,JPT,EAS
NA18941,JPT,EAS
NA18942,JPT,EAS
NA18943,JPT,EAS
NA18944,JPT,EAS
NA18945,JPT,EAS
NA18946,JPT,EAS
NA18947,JPT,EAS
NA18948,JPT,EAS
NA18949,JPT,EAS
NA18950,JPT,EAS
NA18951,JPT,EAS
NA18952,JPT,EAS
NA18953,JPT,EAS
NA18954,JPT,EAS
NA18956,JPT,EAS
NA18957,JPT,EAS
NA18959,JPT,EAS
NA18960,JPT,EAS
NA18961,JPT,EAS
NA18962,JPT,EAS
NA18963,JPT,EAS
NA18964,JPT,EAS
NA18965,JPT,EAS
NA18966,JPT,EAS
NA18967,JPT,EAS
NA18968,JPT,EAS
NA18969,JPT,EAS
NA18970,JPT,EAS
NA18971,JPT,EAS
NA18972,JPT,EAS
NA18973,JPT,EAS
NA18974,JPT,EAS
NA18975,JPT,EAS
NA18976,JPT,EAS
NA18977,JPT,EAS
NA18978,JPT,EAS
NA18979,JPT,EAS
NA18980,JPT,EAS
NA18981,JPT,EAS
NA18982,JPT,EAS
NA18983,JPT,EAS
NA18984,JPT,EAS
NA18985,JPT,EAS
NA18986,JPT,EAS
NA18987,JPT,EAS
NA18988,JPT,EAS
NA18989,JPT,EAS
NA18990,JPT,EAS
NA18991,JPT,EAS
NA18992,JPT,EAS
NA18993,JPT,EAS
NA18994,JPT,EAS
NA18995,JPT,EAS
NA18997,JPT,EAS
NA18998,JPT,EAS
NA18999,JPT,EAS
NA19000,JPT,EAS
NA19001,JPT,EAS
NA19002,JPT,EAS
NA19003,JPT,EAS
NA19004,JPT,EAS
NA19005,JPT,EAS
NA19006,JPT,EAS
NA19007,JPT,EAS
NA19009,JPT,EAS
NA19010,JPT,EAS
NA19011,JPT,EAS
NA19012,JPT,EAS
NA19054,JPT,EAS
NA19055,JPT,EAS
NA19056,JPT,EAS
NA19057,JPT,EAS
NA19058,JPT,EAS
NA19059,JPT,EAS
NA19060,JPT,EAS
NA19062,JPT,EAS
NA19063,JPT,EAS
NA19064,JPT,EAS
NA19065,JPT,EAS
NA19066,JPT,EAS
NA19067,JPT,EAS
NA19068,JPT,EAS
NA19070,JPT,EAS
NA19072,JPT,EAS
NA19074,JPT,EAS
NA19075,JPT,EAS
NA19076,JPT,EAS
NA19077,JPT,EAS
NA19078,JPT,EAS
NA19079,JPT,EAS
NA19080,JPT,EAS
NA19081,JPT,EAS
NA19082,JPT,EAS
NA19083,JPT,EAS
NA19084,JPT,EAS
NA19085,JPT,EAS
NA19086,JPT,EAS
NA19087,JPT,EAS
NA19088,JPT,EAS
NA19089,JPT,EAS
NA19090,JPT,EAS
NA19091,JPT,EAS
HG01595,KHV,EAS
HG01596,KHV,EAS
HG01597,KHV,EAS
HG01598,KHV,EAS
HG01599,KHV,EAS
HG01600,KHV,EAS
HG01840,KHV,EAS
HG01841,KHV,EAS
HG01842,KHV,EAS
HG01843,KHV,EAS
HG01844,KHV,EAS
HG01845,KHV,EAS
HG01846,KHV,EAS
HG01847,KHV,EAS
HG01848,KHV,EAS
HG01849,KHV,EAS
HG01850,KHV,EAS
HG01851,KHV,EAS
HG01852,KHV,EAS
HG01853,KHV,EAS
HG01855,KHV,EAS
HG01857,KHV,EAS
HG01858,KHV,EAS
HG01859,KHV,EAS
HG01860,KHV,EAS
HG01861,KHV,EAS
HG01862,KHV,EAS
HG01863,KHV,EAS
HG01864,KHV,EAS
HG01865,KHV,EAS
HG01866,KHV,EAS
HG01867,KHV,EAS
HG01868,KHV,EAS
HG01869,KHV,EAS
HG01870,KHV,EAS
HG01871,KHV,EAS
HG01872,KHV,EAS
HG01873,KHV,EAS
HG01874,KHV,EAS
HG01878,KHV,EAS
HG02016,KHV,EAS
HG02017,KHV,EAS
HG02019,KHV,EAS
HG02020,KHV,EAS
HG02023,KHV,EAS
HG02025,KHV,EAS
HG02026,KHV,EAS
HG02028,KHV,EAS
HG02029,KHV,EAS
HG02031,KHV,EAS
HG02032,KHV,EAS
HG02035,KHV,EAS
HG02040,KHV,EAS
HG02047,KHV,EAS
HG02048,KHV,EAS
HG02049,KHV,EAS
HG02050,KHV,EAS
HG02057,KHV,EAS
HG02058,KHV,EAS
HG02060,KHV,EAS
HG02061,KHV,EAS
HG02064,KHV,EAS
HG02067,KHV,EAS
HG02069,KHV,EAS
HG02070,KHV,EAS
HG02072,KHV,EAS
HG02073,KHV,EAS
HG02075,KHV,EAS
HG02076,KHV,EAS
HG02078,KHV,EAS
HG02079,KHV,EAS
HG02081,KHV,EAS
HG02082,KHV,EAS
HG02084,KHV,EAS
HG02085,KHV,EAS
HG02086,KHV,EAS
HG02087,KHV,EAS
HG02088,KHV,EAS
HG02113,KHV,EAS
HG02116,KHV,EAS
HG02121,KHV,EAS
HG02122,KHV,EAS
HG02127,KHV,EAS
HG02128,KHV,EAS
HG02130,KHV,EAS
HG02131,KHV,EAS
HG02133,KHV,EAS
HG02134,KHV,EAS
HG02136,KHV,EAS
HG02137,KHV,EAS
HG02138,KHV,EAS
HG02139,KHV,EAS
HG02140,KHV,EAS
HG02141,KHV,EAS
HG02142,KHV,EAS
HG02512,KHV,EAS
HG02513,KHV,EAS
HG02521,KHV,EAS
HG02522,KHV,EAS
NA06984,CEU,EUR
NA06985,CEU,EUR
NA06986,CEU,EUR
NA06989,CEU,EUR
NA06994,CEU,EUR
NA07000,CEU,EUR
NA07037,CEU,EUR
NA07048,CEU,EUR
NA07051,CEU,EUR
NA07056,CEU,EUR
NA07347,CEU,EUR
NA07357,CEU,EUR
NA10847,CEU,EUR
NA10851,CEU,EUR
NA11829,CEU,EUR
NA11830,CEU,EUR
NA11831,CEU,EUR
NA11832,CEU,EUR
NA11840,CEU,EUR
NA11843,CEU,EUR
NA11881,CEU,EUR
NA11892,CEU,EUR
NA11893,CEU,EUR
NA11894,CEU,EUR
NA11918,CEU,EUR
NA11919,CEU,EUR
NA11920,CEU,EUR
NA11930,CEU,EUR
NA11931,CEU,EUR
NA11932,CEU,EUR
NA11933,CEU,EUR
NA11992,CEU,EUR
NA11994,CEU,EUR
NA11995,CEU,EUR
NA12003,CEU,EUR
NA12004,CEU,EUR
NA12005,CEU,EUR
NA12006,CEU,EUR
NA12043,CEU,EUR
NA12044,CEU,EUR
NA12045,CEU,EUR
NA12046,CEU,EUR
NA12058,CEU,EUR
NA12144,CEU,EUR
NA12154,CEU,EUR
NA12155,CEU,EUR
NA12156,CEU,EUR
NA12234,CEU,EUR
NA12249,CEU,EUR
NA12272,CEU,EUR
NA12273,CEU,EUR
NA12275,CEU,EUR
NA12282,CEU,EUR
NA12283,CEU,EUR
NA12286,CEU,EUR
NA12287,CEU,EUR
NA12340,CEU,EUR
NA12341,CEU,EUR
NA12342,CEU,EUR
NA12347,CEU,EUR
NA12348,CEU,EUR
NA12383,CEU,EUR
NA12399,CEU,EUR
NA12400,CEU,EUR
NA12413,CEU,EUR
NA12414,CEU,EUR
NA12489,CEU,EUR
NA12546,CEU,EUR
NA12716,CEU,EUR
NA12717,CEU,EUR
NA12718,CEU,EUR
NA12748,CEU,EUR
NA12749,CEU,EUR
NA12750,CEU,EUR
NA12751,CEU,EUR
NA12760,CEU,EUR
NA12761,CEU,EUR
NA12762,CEU,EUR
NA12763,CEU,EUR
NA12775,CEU,EUR
NA12776,CEU,EUR
NA12777,CEU,EUR
NA12778,CEU,EUR
NA12812,CEU,EUR
NA12813,CEU,EUR
NA12814,CEU,EUR
NA12815,CEU,EUR
NA12827,CEU,EUR
NA12828,CEU,EUR
NA12829,CEU,EUR
NA12830,CEU,EUR
NA12842,CEU,EUR
NA12843,CEU,EUR
NA12872,CEU,EUR
NA12873,CEU,EUR
NA12874,CEU,EUR
NA12878,CEU,EUR
NA12889,CEU,EUR
NA12890,CEU,EUR
HG00171,FIN,EUR
HG00173,FIN,EUR
HG00174,FIN,EUR
HG00176,FIN,EUR
HG00177,FIN,EUR
HG00178,FIN,EUR
HG00179,FIN,EUR
HG00180,FIN,EUR
HG00181,FIN,EUR
HG00182,FIN,EUR
HG00183,FIN,EUR
HG00185,FIN,EUR
HG00186,FIN,EUR
HG00187,FIN,EUR
HG00188,FIN,EUR
HG00189,FIN,EUR
HG00190,FIN,EUR
HG00266,FIN,EUR
HG00267,FIN,EUR
HG00268,FIN,EUR
HG00269,FIN,EUR
HG00271,FIN,EUR
HG00272,FIN,EUR
HG00273,FIN,EUR
HG00274,FIN,EUR
HG00275,FIN,EUR
HG00276,FIN,EUR
HG00277,FIN,EUR
HG00278,FIN,EUR
HG00280,FIN,EUR
HG00281,FIN,EUR
HG00282,FIN,EUR
HG00284,FIN,EUR
HG00285,FIN,EUR
HG00288,FIN,EUR
HG00290,FIN,EUR
HG00304,FIN,EUR
HG00306,FIN,EUR
HG00308,FIN,EUR
HG00309,FIN,EUR
HG00310,FIN,EUR
HG00311,FIN,EUR
HG00313,FIN,EUR
HG00315,FIN,EUR
HG00318,FIN,EUR
HG00319,FIN,EUR
HG00320,FIN,EUR
HG00321,FIN,EUR
HG00323,FIN,EUR
HG00324,FIN,EUR
HG00325,FIN,EUR
HG00326,FIN,EUR
HG00327,FIN,EUR
HG00328,FIN,EUR
HG00329,FIN,EUR
HG00330,FIN,EUR
HG00331,FIN,EUR
HG00332,FIN,EUR
HG00334,FIN,EUR
HG00335,FIN,EUR
HG00336,FIN,EUR
HG00337,FIN,EUR
HG00338,FIN,EUR
HG00339,FIN,EUR
HG00341,FIN,EUR
HG00342,FIN,EUR
HG00343,FIN,EUR
HG00344,FIN,EUR
HG00345,FIN,EUR
HG00346,FIN,EUR
HG00349,FIN,EUR
HG00350,FIN,EUR
HG00351,FIN,EUR
HG00353,FIN,EUR
HG00355,FIN,EUR
HG00356,FIN,EUR
HG00357,FIN,EUR
HG00358,FIN,EUR
HG00360,FIN,EUR
HG00361,FIN,EUR
HG00362,FIN,EUR
HG00364,FIN,EUR
HG00365,FIN,EUR
HG00366,FIN,EUR
HG00367,FIN,EUR
HG00368,FIN,EUR
HG00369,FIN,EUR
HG00371,FIN,EUR
HG00372,FIN,EUR
HG00373,FIN,EUR
HG00375,FIN,EUR
HG00376,FIN,EUR
HG00378,FIN,EUR
HG00379,FIN,EUR
HG00380,FIN,EUR
HG00381,FIN,EUR
HG00382,FIN,EUR
HG00383,FIN,EUR
HG00384,FIN,EUR
HG00096,GBR,EUR
HG00097,GBR,EUR
HG00099,GBR,EUR
HG00100,GBR,EUR
HG00101,GBR,EUR
HG00102,GBR,EUR
HG00103,GBR,EUR
HG00105,GBR,EUR
HG00106,GBR,EUR
HG00107,GBR,EUR
HG00108,GBR,EUR
HG00109,GBR,EUR
HG00110,GBR,EUR
HG00111,GBR,EUR
HG00112,GBR,EUR
HG00113,GBR,EUR
HG00114,GBR,EUR
HG00115,GBR,EUR
HG00116,GBR,EUR
HG00117,GBR,EUR
HG00118,GBR,EUR
HG00119,GBR,EUR
HG00120,GBR,EUR
HG00121,GBR,EUR
HG00122,GBR,EUR
HG00123,GBR,EUR
HG00125,GBR,EUR
HG00126,GBR,EUR
HG00127,GBR,EUR
HG00128,GBR,EUR
HG00129,GBR,EUR
HG00130,GBR,EUR
HG00131,GBR,EUR
HG00132,GBR,EUR
HG00133,GBR,EUR
HG00136,GBR,EUR
HG00137,GBR,EUR
HG00138,GBR,EUR
HG00139,GBR,EUR
HG00140,GBR,EUR
HG00141,GBR,EUR
HG00142,GBR,EUR
HG00143,GBR,EUR
HG00145,GBR,EUR
HG00146,GBR,EUR
HG00148,GBR,EUR
HG00149,GBR,EUR
HG00150,GBR,EUR
HG00151,GBR,EUR
HG00154,GBR,EUR
HG00155,GBR,EUR
HG00157,GBR,EUR
HG00158,GBR,EUR
HG00159,GBR,EUR
HG00160,GBR,EUR
HG00231,GBR,EUR
HG00232,GBR,EUR
HG00233,GBR,EUR
HG00234,GBR,EUR
HG00235,GBR,EUR
HG00236,GBR,EUR
HG00237,GBR,EUR
HG00238,GBR,EUR
HG00239,GBR,EUR
HG00240,GBR,EUR
HG00242,GBR,EUR
HG00243,GBR,EUR
HG00244,GBR,EUR
HG00245,GBR,EUR
HG00246,GBR,EUR
HG00250,GBR,EUR
HG00251,GBR,EUR
HG00252,GBR,EUR
HG00253,GBR,EUR
HG00254,GBR,EUR
HG00255,GBR,EUR
HG00256,GBR,EUR
HG00257,GBR,EUR
HG00258,GBR,EUR
HG00259,GBR,EUR
HG00260,GBR,EUR
HG00261,GBR,EUR
HG00262,GBR,EUR
HG00263,GBR,EUR
HG00264,GBR,EUR
HG00265,GBR,EUR
HG01334,GBR,EUR
HG01789,GBR,EUR
HG01790,GBR,EUR
HG01791,GBR,EUR
HG02215,GBR,EUR
HG01500,IBS,EUR
HG01501,IBS,EUR
HG01503,IBS,EUR
HG01504,IBS,EUR
HG01506,IBS,EUR
HG01507,IBS,EUR
HG01509,IBS,EUR
HG01510,IBS,EUR
HG01512,IBS,EUR
HG01513,IBS,EUR
HG01515,IBS,EUR
HG01516,IBS,EUR
HG01518,IBS,EUR
HG01519,IBS,EUR
HG01521,IBS,EUR
HG01522,IBS,EUR
HG01524,IBS,EUR
HG01525,IBS,EUR
HG01527,IBS,EUR
HG01528,IBS,EUR
HG01530,IBS,EUR
HG01531,IBS,EUR
HG01536,IBS,EUR
HG01537,IBS,EUR
HG01602,IBS,EUR
HG01603,IBS,EUR
HG01605,IBS,EUR
HG01606,IBS,EUR
HG01607,IBS,EUR
HG01608,IBS,EUR
HG01610,IBS,EUR
HG01612,IBS,EUR
HG01613,IBS,EUR
HG01615,IBS,EUR
HG01617,IBS,EUR
HG01618,IBS,EUR
HG01619,IBS,EUR
HG01620,IBS,EUR
HG01623,IBS,EUR
HG01624,IBS,EUR
HG01625,IBS,EUR
HG01626,IBS,EUR
HG01628,IBS,EUR
HG01630,IBS,EUR
HG01631,IBS,EUR
HG01632,IBS,EUR
HG01668,IBS,EUR
HG01669,IBS,EUR
HG01670,IBS,EUR
HG01672,IBS,EUR
HG01673,IBS,EUR
HG01675,IBS,EUR
HG01676,IBS,EUR
HG01678,IBS,EUR
HG01679,IBS,EUR
HG01680,IBS,EUR
HG01682,IBS,EUR
HG01684,IBS,EUR
HG01685,IBS,EUR
HG01686,IBS,EUR
HG01694,IBS,EUR
HG01695,IBS,EUR
HG01697,IBS,EUR
HG01699,IBS,EUR
HG01700,IBS,EUR
HG01702,IBS,EUR
HG01704,IBS,EUR
HG01705,IBS,EUR
HG01707,IBS,EUR
HG01708,IBS,EUR
HG01709,IBS,EUR
HG01710,IBS,EUR
HG01746,IBS,EUR
HG01747,IBS,EUR
HG01756,IBS,EUR
HG01757,IBS,EUR
HG01761,IBS,EUR
HG01762,IBS,EUR
HG01765,IBS,EUR
HG01766,IBS,EUR
HG01767,IBS,EUR
HG01768,IBS,EUR
HG01770,IBS,EUR
HG01771,IBS,EUR
HG01773,IBS,EUR
HG01775,IBS,EUR
HG01776,IBS,EUR
HG01777,IBS,EUR
HG01779,IBS,EUR
HG01781,IBS,EUR
HG01783,IBS,EUR
HG01784,IBS,EUR
HG01785,IBS,EUR
HG01786,IBS,EUR
HG02219,IBS,EUR
HG02220,IBS,EUR
HG02221,IBS,EUR
HG02223,IBS,EUR
HG02224,IBS,EUR
HG02230,IBS,EUR
HG02231,IBS,EUR
HG02232,IBS,EUR
HG02233,IBS,EUR
HG02235,IBS,EUR
HG02236,IBS,EUR
HG02238,IBS,EUR
HG02239,IBS,EUR
NA20502,TSI,EUR
NA20503,TSI,EUR
NA20504,TSI,EUR
NA20505,TSI,EUR
NA20506,TSI,EUR
NA20507,TSI,EUR
NA20508,TSI,EUR
NA20509,TSI,EUR
NA20510,TSI,EUR
NA20511,TSI,EUR
NA20512,TSI,EUR
NA20513,TSI,EUR
NA20514,TSI,EUR
NA20515,TSI,EUR
NA20516,TSI,EUR
NA20517,TSI,EUR
NA20518,TSI,EUR
NA20519,TSI,EUR
NA20520,TSI,EUR
NA20521,TSI,EUR
NA20522,TSI,EUR
NA20524,TSI,EUR
NA20525,TSI,EUR
NA20527,TSI,EUR
NA20528,TSI,EUR
NA20529,TSI,EUR
NA20530,TSI,EUR
NA20531,TSI,EUR
NA20532,TSI,EUR
NA20533,TSI,EUR
NA20534,TSI,EUR
NA20535,TSI,EUR
NA20536,TSI,EUR
NA20538,TSI,EUR
NA20539,TSI,EUR
NA20540,TSI,EUR
NA20541,TSI,EUR
NA20542,TSI,EUR
NA20543,TSI,EUR
NA20544,TSI,EUR
NA20581,TSI,EUR
NA20582,TSI,EUR
NA20585,TSI,EUR
NA20586,TSI,EUR
NA20587,TSI,EUR
NA20588,TSI,EUR
NA20589,TSI,EUR
NA20752,TSI,EUR
NA20753,TSI,EUR
NA20754,TSI,EUR
NA20755,TSI,EUR
NA20756,TSI,EUR
NA20757,TSI,EUR
NA20758,TSI,EUR
NA20759,TSI,EUR
NA20760,TSI,EUR
NA20761,TSI,EUR
NA20762,TSI,EUR
NA20763,TSI,EUR
NA20764,TSI,EUR
NA20765,TSI,EUR
NA20766,TSI,EUR
NA20767,TSI,EUR
NA20768,TSI,EUR
NA20769,TSI,EUR
NA20770,TSI,EUR
NA20771,TSI,EUR
NA20772,TSI,EUR
NA20773,TSI,EUR
NA20774,TSI,EUR
NA20775,TSI,EUR
NA20778,TSI,EUR
NA20783,TSI,EUR
NA20785,TSI,EUR
NA20786,TSI,EUR
NA20787,TSI,EUR
NA20790,TSI,EUR
NA20792,TSI,EUR
NA20795,TSI,EUR
NA20796,TSI,EUR
NA20797,TSI,EUR
NA20798,TSI,EUR
NA20799,TSI,EUR
NA20800,TSI,EUR
NA20801,TSI,EUR
NA20802,TSI,EUR
NA20803,TSI,EUR
NA20804,TSI,EUR
NA20805,TSI,EUR
NA20806,TSI,EUR
NA20807,TSI,EUR
NA20808,TSI,EUR
NA20809,TSI,EUR
NA20810,TSI,EUR
NA20811,TSI,EUR
NA20812,TSI,EUR
NA20813,TSI,EUR
NA20814,TSI,EUR
NA20815,TSI,EUR
NA20818,TSI,EUR
NA20819,TSI,EUR
NA20821,TSI,EUR
NA20822,TSI,EUR
NA20826,TSI,EUR
NA20827,TSI,EUR
NA20828,TSI,EUR
NA20832,TSI,EUR
HG03006,BEB,SAS
HG03007,BEB,SAS
HG03009,BEB,SAS
HG03012,BEB,SAS
HG03585,BEB,SAS
HG03589,BEB,SAS
HG03593,BEB,SAS
HG03594,BEB,SAS
HG03595,BEB,SAS
HG03598,BEB,SAS
HG03600,BEB,SAS
HG03603,BEB,SAS
HG03604,BEB,SAS
HG03607,BEB,SAS
HG03611,BEB,SAS
HG03615,BEB,SAS
HG03616,BEB,SAS
HG03793,BEB,SAS
HG03796,BEB,SAS
HG03800,BEB,SAS
HG03802,BEB,SAS
HG03803,BEB,SAS
HG03805,BEB,SAS
HG03808,BEB,SAS
HG03809,BEB,SAS
HG03812,BEB,SAS
HG03814,BEB,SAS
HG03815,BEB,SAS
HG03817,BEB,SAS
HG03821,BEB,SAS
HG03823,BEB,SAS
HG03824,BEB,SAS
HG03826,BEB,SAS
HG03829,BEB,SAS
HG03830,BEB,SAS
HG03832,BEB,SAS
HG03833,BEB,SAS
HG03902,BEB,SAS
HG03905,BEB,SAS
HG03907,BEB,SAS
HG03908,BEB,SAS
HG03910,BEB,SAS
HG03911,BEB,SAS
HG03913,BEB,SAS
HG03914,BEB,SAS
HG03916,BEB,SAS
HG03917,BEB,SAS
HG03919,BEB,SAS
HG03920,BEB,SAS
HG03922,BEB,SAS
HG03925,BEB,SAS
HG03926,BEB,SAS
HG03928,BEB,SAS
HG03931,BEB,SAS
HG03934,BEB,SAS
HG03937,BEB,SAS
HG03940,BEB,SAS
HG03941,BEB,SAS
HG04131,BEB,SAS
HG04134,BEB,SAS
HG04140,BEB,SAS
HG04141,BEB,SAS
HG04144,BEB,SAS
HG04146,BEB,SAS
HG04152,BEB,SAS
HG04153,BEB,SAS
HG04155,BEB,SAS
HG04156,BEB,SAS
HG04158,BEB,SAS
HG04159,BEB,SAS
HG04161,BEB,SAS
HG04162,BEB,SAS
HG04164,BEB,SAS
HG04171,BEB,SAS
HG04173,BEB,SAS
HG04176,BEB,SAS
HG04177,BEB,SAS
HG04180,BEB,SAS
HG04182,BEB,SAS
HG04183,BEB,SAS
HG04185,BEB,SAS
HG04186,BEB,SAS
HG04188,BEB,SAS
HG04189,BEB,SAS
HG04194,BEB,SAS
HG04195,BEB,SAS
NA20845,GIH,SAS
NA20846,GIH,SAS
NA20847,GIH,SAS
NA20849,GIH,SAS
NA20850,GIH,SAS
NA20851,GIH,SAS
NA20852,GIH,SAS
NA20853,GIH,SAS
NA20854,GIH,SAS
NA20856,GIH,SAS
NA20858,GIH,SAS
NA20859,GIH,SAS
NA20861,GIH,SAS
NA20862,GIH,SAS
NA20863,GIH,SAS
NA20864,GIH,SAS
NA20866,GIH,SAS
NA20867,GIH,SAS
NA20868,GIH,SAS
NA20869,GIH,SAS
NA20870,GIH,SAS
NA20872,GIH,SAS
NA20874,GIH,SAS
NA20875,GIH,SAS
NA20876,GIH,SAS
NA20877,GIH,SAS
NA20878,GIH,SAS
NA20881,GIH,SAS
NA20882,GIH,SAS
NA20884,GIH,SAS
NA20885,GIH,SAS
NA20886,GIH,SAS
NA20887,GIH,SAS
NA20888,GIH,SAS
NA20889,GIH,SAS
NA20890,GIH,SAS
NA20891,GIH,SAS
NA20892,GIH,SAS
NA20894,GIH,SAS
NA20895,GIH,SAS
NA20896,GIH,SAS
NA20897,GIH,SAS
NA20899,GIH,SAS
NA20900,GIH,SAS
NA20901,GIH,SAS
NA20902,GIH,SAS
NA20903,GIH,SAS
NA20904,GIH,SAS
